Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
2024-01-01 00:00:00,232.48357076505616,5.124672741462765,,0.3990291541911931,0.9077655280980952,46.61484530540027,26.39956604563302,0.0,1.0559370521676523,0,0,17.842767064400007,64.52335267421111,0.4161564107971101,1.2331584224739387
2024-01-01 00:15:00,229.3086784941441,22.21351868141248,,1.2480300128782689,0.8318133316322733,6.907169503249216,18.555011274572458,0.0,-3.910901834158445,1,0,18.75369822819185,49.67193960492017,0.4923343651062731,5.247824239531332
2024-01-01 00:30:00,233.23844269050343,46.13221715719354,,2.7904635769346258,0.999005396391214,15.47763994196853,12.905025033981705,0.0,-0.1975505076951611,0,0,16.71932518134446,48.47276856045443,0.4277849947699321,10.580278295882652
2024-01-01 00:45:00,237.6151492820401,47.64897167234906,,1.9569652535824755,0.8964623510239657,35.74639831436956,28.93712893790582,0.0,2.6719214699472005,0,0,15.364563828651884,75.76677628756167,0.4879530579345335,11.225945964435768
2024-01-01 01:00:00,228.8292331263833,7.410166175554767,,0.6247181672178164,0.8706807777745019,27.555037878295707,14.18464814365205,0.0,3.8269370610055,0,0,38.760333462053055,61.38421275306328,0.2900782955543383,1.696639053230783
2024-01-01 01:15:00,228.8293152152541,10.55400861643642,,0.9358528120672404,0.9700034408167308,46.0293386543022,25.887702662596546,0.0,2.201227406407014,0,0,25.96980618673262,50.4374738680702,0.4697085146715659,2.4823209195648523
2024-01-01 01:30:00,237.89606407753692,5.219165526520492,,0.3680053316525575,0.9628554245035374,21.5364271483711,13.128720695667312,0.0,-0.8001847054642797,1,0,31.406756294649632,74.00103334442429,0.255648428965413,1.2290654100695328
2024-01-01 01:45:00,233.83717364576452,44.09031705174289,,1.500174490941546,0.8467785586057288,11.0418283655982,7.978981976298339,0.0,4.361456730345498,0,0,23.17963077768797,44.9452213179125,0.4212383618176371,10.776033910515055
2024-01-01 02:00:00,227.65262807032525,8.189880162148357,,0.4854107255085516,0.9685981405589412,3.752725099467247,3.927132639678501,0.0,4.481335396111007,0,0,24.576090328980666,26.956974481280557,0.4312304075481432,1.8075437092282036
2024-01-01 02:15:00,232.7128002179298,9.85550684989532,,0.4374592102666845,0.8566823548696797,24.417061637405336,29.437511301815924,0.0,0.4680409547132704,1,0,11.235522075546273,26.669849822310603,0.169219265161443,2.2973300967210863
2024-01-01 02:30:00,227.68291153593768,15.24301923086297,,0.8164854658746892,0.813529021644255,39.89143509832874,6.225916880527392,0.0,-0.4276164125080086,0,0,38.67690961271958,33.986975586132935,0.1938132873180752,3.3571680219591657
2024-01-01 02:45:00,227.6713512321487,46.27622982404007,,3.1856200734687,0.8067092430990884,6.834522067978233,18.94709765324024,0.0,1.8849900990674653,0,0,12.571592455191745,52.72370346046629,0.1877603598841817,10.044423180534404
2024-01-01 03:00:00,231.20981135783015,35.970530327891694,,1.0080786198217735,0.9041405699667476,43.70219329614123,2.922127558812237,0.0,-0.1916693173927619,0,0,12.811245339993722,33.73286389189336,0.4986708502521447,8.222846006328172
2024-01-01 03:15:00,220.43359877671105,32.7596611895352,,1.1625618810184537,0.8679088981332073,38.04448204965953,5.224379325048063,0.0,1.1707394019660713,0,0,27.91844017810143,30.23650721770155,0.483886639286183,6.991575161047127
2024-01-01 03:30:00,221.37541083743483,40.30956075529157,,2.8998201754149697,0.9527958513810708,7.287042994260718,22.782658595641088,0.0,3.31159542420396,0,0,15.302826998271351,57.47805244655354,0.1312108297849574,9.048646680013697
2024-01-01 03:45:00,227.18856235379516,36.19780239391352,,0.9165390756497184,0.9071612670422696,32.598786385647195,29.745583928287918,0.0,-4.79640007352055,1,0,32.6669101095743,66.87816575009622,0.420858727326689,8.601984502034728
2024-01-01 04:00:00,224.93584439832787,38.56670693065328,,2.4338641199159867,0.9557866781478508,27.348296500306034,24.413768701124983,0.0,0.9161332281130504,0,1,21.003105543272085,74.95945901739813,0.3238911335173425,8.637637497586136
